id,brand,brand_id,model,vehicle_type,variant,release_year,usable_battery_size,energy_consumption,ac_charger,dc_charger,charging_voltage,battery_size,range,consumption,_model_hash,url,status,error,updated_at,isFixingEmptyName,_manually_fixed_fields,nominal_battery_size,battery_type,type,_rescued_data
d03d6e42-d6f8-4e3f-b527-a3c1d1e40f9d,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,Model X,car,90D,2016,86,{'average_consumption': 21.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 85.5, 'charging_curve': [{'percentage': 0, 'power': 85.5}, {'percentage': 20, 'power': 85.5}, {'percentage': 40, 'power': 68}, {'percentage': 60, 'power': 51}, {'percentage': 80, 'power': 34}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,#NAME?,,,,,,['charging_curve'],,,,
dccc3e63-9996-494a-824b-c2a8cbd5980e,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,Model X,car,100D,2017,95,{'average_consumption': 21.8},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['tesla_suc'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,-5y72vp,,,,,,,,,,
03660dee-199b-4574-a21b-48b9320d73a4,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,Model X,car,P100D,2017,95,{'average_consumption': 22.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,gblm2j,,,,,,,,,,
6a3876d6-2607-43d1-84d5-0956c40974e4,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,Model S,car,P100D,2016,95,{'average_consumption': 20},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,xq0qxj,,,,,,,,,,
8fcdaebc-49b0-4794-b355-2bd448ec02b7,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 long range dual motor,car,,2019,74,{'average_consumption': 16.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 73.5, 'charging_curve': [{'percentage': 0, 'power': 73.5}, {'percentage': 20, 'power': 73.5}, {'percentage': 40, 'power': 59}, {'percentage': 60, 'power': 44}, {'percentage': 80, 'power': 29}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
02f746ce-7cb0-4ea6-9848-a61aa2c33120,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 long range,car,performance,2019,74,{'average_consumption': 16.7},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 73.5, 'charging_curve': [{'percentage': 0, 'power': 73.5}, {'percentage': 20, 'power': 73.5}, {'percentage': 40, 'power': 59}, {'percentage': 60, 'power': 44}, {'percentage': 80, 'power': 29}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
d3530b47-48cc-4622-a7b3-ff0309cae2bb,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x long range,car,,2019,95,{'average_consumption': 21.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,ozmo7g,,,,,,,,,,
d80fd320-0899-4bd8-a2ed-8ac3b0334733,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x ludicrous,car,performance,2019,95,{'average_consumption': 21.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,#NAME?,,,,,,,,,,
e91fb713-4055-428a-a1e4-e9d03ad34c71,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 standard range plus,car,,2019,49,{'average_consumption': 15.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 49, 'charging_curve': [{'percentage': 0, 'power': 49}, {'percentage': 50, 'power': 49}, {'percentage': 80, 'power': 29.4}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
14433632-4b0c-4e31-bc06-a17fa490ac49,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,y long range dual motor,car,,2021,72,{'average_consumption': 16.9},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 72, 'charging_curve': [{'percentage': 0, 'power': 72}, {'percentage': 30, 'power': 72}, {'percentage': 60, 'power': 50.4}, {'percentage': 80, 'power': 28.8}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
e3421e57-5bb4-4779-8882-bbc54bc4f0b9,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,y,car,performance,2022,75,{'average_consumption': 17.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 75, 'charging_curve': [{'percentage': 0, 'power': 75}, {'percentage': 30, 'power': 75}, {'percentage': 60, 'power': 52.5}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
9e7ca4a1-c601-43e4-bdac-e7d3ac84c9a2,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x,car,performance,2019,95,{'average_consumption': 22.1},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,-999t43,,,,,,,,,,
cdcdeed7-c39e-4a1c-b62e-1ae17c33f265,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s standard range,car,,2019,73,{'average_consumption': 17.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 72.5, 'charging_curve': [{'percentage': 0, 'power': 72.5}, {'percentage': 30, 'power': 72.5}, {'percentage': 60, 'power': 50.75}, {'percentage': 80, 'power': 29}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
5323b8e6-9dd2-4c32-a110-562e2c4ddbf8,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s long range,car,,2019,95,{'average_consumption': 17.9},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
ded4839c-d09c-48ae-8081-5ad7bdd12cc0,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x standard range,car,,2019,73,{'average_consumption': 20.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 72.5, 'charging_curve': [{'percentage': 0, 'power': 72.5}, {'percentage': 30, 'power': 72.5}, {'percentage': 60, 'power': 50.75}, {'percentage': 80, 'power': 29}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
03455c0c-7e7c-4b23-8a3d-92dd8b4f84ba,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s,car,performance,2019,95,{'average_consumption': 18.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
940289f8-78cd-4b44-a465-158b7235c26b,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 standard range plus lfp,car,,2020,53,{'average_consumption': 15},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 52.5, 'charging_curve': [{'percentage': 0, 'power': 52.5}, {'percentage': 50, 'power': 52.5}, {'percentage': 80, 'power': 31.5}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
288b13a3-8abc-4073-abef-fd2b494e3f6a,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 long range dual motor,car,,2020,72,{'average_consumption': 15.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 72, 'charging_curve': [{'percentage': 0, 'power': 72}, {'percentage': 30, 'power': 72}, {'percentage': 60, 'power': 50.4}, {'percentage': 80, 'power': 28.8}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
cc612db3-643d-435d-946a-d8a0a397fb51,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3,car,performance,2020,76,{'average_consumption': 16.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 76, 'charging_curve': [{'percentage': 0, 'power': 76}, {'percentage': 20, 'power': 76}, {'percentage': 40, 'power': 61}, {'percentage': 60, 'power': 46}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
007a34f0-ebda-4516-b60a-e4aabdc7f0f3,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s long range plus,car,,2020,98,{'average_consumption': 17.7},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 98, 'charging_curve': [{'percentage': 0, 'power': 98}, {'percentage': 30, 'power': 98}, {'percentage': 60, 'power': 68.6}, {'percentage': 80, 'power': 39.2}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
88fcf97d-f973-4dc5-a8e2-847e8a3b80aa,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s,car,performance,2020,98,{'average_consumption': 18.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 98, 'charging_curve': [{'percentage': 0, 'power': 98}, {'percentage': 30, 'power': 98}, {'percentage': 60, 'power': 68.6}, {'percentage': 80, 'power': 39.2}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
7763e553-2fb8-4f1c-9d0e-b7bb9cdc9171,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x long range plus,car,,2020,98,{'average_consumption': 20.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 98, 'charging_curve': [{'percentage': 0, 'power': 98}, {'percentage': 30, 'power': 98}, {'percentage': 60, 'power': 68.6}, {'percentage': 80, 'power': 39.2}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
8ae10a6e-fad6-447e-a824-0e3259cf3ba2,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x,car,performance,2020,98,{'average_consumption': 20.9},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 98, 'charging_curve': [{'percentage': 0, 'power': 98}, {'percentage': 30, 'power': 98}, {'percentage': 60, 'power': 68.6}, {'percentage': 80, 'power': 39.2}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
312c7e3b-e2cc-4b74-8d2f-785e8e12cc49,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s dual motor,car,,2023,95,{'average_consumption': 16.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
0341abc1-2b08-44c0-ab1e-6841a7c70de0,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,s plaid,car,,2022,95,{'average_consumption': 17},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
5e7111bd-b20e-4bad-b9fd-2ac592de6fb0,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x dual motor,car,,2023,95,{'average_consumption': 19.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
99b1516f-7b7f-43a0-a965-3812ac253a23,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,x plaid,car,,2022,95,{'average_consumption': 20.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 95, 'charging_curve': [{'percentage': 0, 'power': 95}, {'percentage': 30, 'power': 95}, {'percentage': 60, 'power': 66.5}, {'percentage': 80, 'power': 38}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
4a6128d4-eceb-4d5d-b040-b65bf5d160c4,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 standard range plus,car,,2021,51,{'average_consumption': 14.6},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 51, 'charging_curve': [{'percentage': 0, 'power': 51}, {'percentage': 20, 'power': 51}, {'percentage': 40, 'power': 41}, {'percentage': 60, 'power': 31}, {'percentage': 80, 'power': 20}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
f76a386f-467d-41b5-85fd-0afa5e5dcd5c,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 long range dual motor,car,,2021,75,{'average_consumption': 15.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 75, 'charging_curve': [{'percentage': 0, 'power': 75}, {'percentage': 20, 'power': 75}, {'percentage': 40, 'power': 60}, {'percentage': 60, 'power': 45}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,#NAME?,,,,,,['charging_curve'],,,,
bdfe005e-bca2-4203-82b1-1de8c2363289,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3,car,,2021,58,{'average_consumption': 14.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 57.5, 'charging_curve': [{'percentage': 0, 'power': 57.5}, {'percentage': 50, 'power': 57.5}, {'percentage': 80, 'power': 34.5}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
f2576f27-d640-47db-9b5f-69727b694128,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,y long range dual motor,car,,2022,75,{'average_consumption': 16.9},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 75, 'charging_curve': [{'percentage': 0, 'power': 75}, {'percentage': 30, 'power': 75}, {'percentage': 60, 'power': 52.5}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
2614cb47-98f3-4e9f-82ef-508a56660a8b,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3,car,performance,2022,75,{'average_consumption': 16.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 75, 'charging_curve': [{'percentage': 0, 'power': 75}, {'percentage': 30, 'power': 75}, {'percentage': 60, 'power': 52.5}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
87c36ffb-c4e4-488e-9c91-e483c60ef543,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,y,car,,2022,58,{'average_consumption': 16.4},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 57.5, 'charging_curve': [{'percentage': 0, 'power': 57.5}, {'percentage': 50, 'power': 57.5}, {'percentage': 80, 'power': 34.5}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,-85qt1p,,,,,,,,,,
c890e0d4-6d23-4601-b4d6-e3ebc45ccb2c,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 long range rwd,car,,2023,75,{'average_consumption': 15.2},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 75, 'charging_curve': [{'percentage': 0, 'power': 75}, {'percentage': 30, 'power': 75}, {'percentage': 60, 'power': 52.5}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,#NAME?,,,,,,,,,,
52e1390c-970f-4b47-ab39-190206e2964c,Tesla,f37896c3-6bc5-45e1-b442-b9cbc38e3a7c,3 long range dual motor,car,,2023,75,{'average_consumption': 14.3},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 75, 'charging_curve': [{'percentage': 0, 'power': 75}, {'percentage': 30, 'power': 75}, {'percentage': 60, 'power': 52.5}, {'percentage': 80, 'power': 30}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,#NAME?,,,,,,,,,,
dbb8a458-92bd-84df-a3a6-34606b2dab50,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,ProAce City Electric,car,50 kWh,2021,45,{'average_consumption': 22.5},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 30, 'power': 97}, {'percentage': 32, 'power': 78}, {'percentage': 58, 'power': 78}, {'percentage': 59, 'power': 60}, {'percentage': 66, 'power': 60}, {'percentage': 68, 'power': 55}, {'percentage': 78, 'power': 55}, {'percentage': 80, 'power': 27}, {'percentage': 90, 'power': 27}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
26c992bd-03f9-46d7-5bc4-7e478c23aa47,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,ProAce Electric,car,50 kWh,2021,45,{'average_consumption': 22},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 30, 'power': 97}, {'percentage': 32, 'power': 78}, {'percentage': 58, 'power': 78}, {'percentage': 59, 'power': 60}, {'percentage': 66, 'power': 60}, {'percentage': 68, 'power': 55}, {'percentage': 78, 'power': 55}, {'percentage': 80, 'power': 27}, {'percentage': 90, 'power': 27}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': False}",400,,,,,,,,,,,,,,
32d73f44-3116-4fa0-ae7e-1067116094e5,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,bZ4X AWD,car,,2022,64,"{'average_consumption': 18.6, 'range': 345}","{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 147, 'is_default_charging_curve': True, 'charging_curve': [{'percentage': 0, 'power': 147}, {'percentage': 20, 'power': 147}, {'percentage': 40, 'power': 118}, {'percentage': 60, 'power': 88}, {'percentage': 80, 'power': 59}, {'percentage': 100, 'power': 11}]}",400,,345,,,,,,,,['charging_curve'],,,,
8b3bb451-585e-49f4-9709-8e3122a61279,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Verso L 75 kWh,car,,2024,75,{'average_consumption': 26.2},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 30}], 'is_default_charging_curve': False}",400,68,260,26.2,,,,,,,,,,,
d8e39465-cb9a-4153-aa4a-ba09378836aa,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,Proace City Verso Electric L1 50 kWh,car,,2024,50,{'average_consumption': 21.3},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 30}], 'is_default_charging_curve': False}",400,50,235,21.3,,,,,,,,,,,
a4714fdf-79d8-46a6-9e69-054d0af9ba36,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,Proace City Verso Electric L2 50 kWh,car,,2024,50,{'average_consumption': 21.7},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 30}], 'is_default_charging_curve': False}",400,50,230,21.7,,,,,,,,,,,
663e27df-6505-480a-ac25-c277b9686d38,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Verso M 50 kWh,car,,2024,50,{'average_consumption': 25.7},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 101, 'charging_curve': [{'percentage': 0, 'power': 101}, {'percentage': 20, 'power': 101}, {'percentage': 40, 'power': 81}, {'percentage': 60, 'power': 61}, {'percentage': 80, 'power': 40}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,46.3,180,25.7,,,,,,,['charging_curve'],,,,
34e18fa6-10a4-436c-a527-2765067e3019,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Verso M 75 kWh,car,,2024,75,{'average_consumption': 26.2},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 30}], 'is_default_charging_curve': False}",400,68,260,26.2,,,,,,,,,,,
a08c3a34-ff8d-4485-a237-a3b1ec021bc1,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Verso L 50 kWh,car,,2021,50,{'average_consumption': 25.7},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 101, 'charging_curve': [{'percentage': 0, 'power': 101}, {'percentage': 20, 'power': 101}, {'percentage': 40, 'power': 81}, {'percentage': 60, 'power': 61}, {'percentage': 80, 'power': 40}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,46.3,180,25.7,,,,,,,['charging_curve'],,,,
8322a6d5-60f0-4ff3-b18d-a6375bcf0649,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Shuttle M 50 kWh,car,,2021,50,{'average_consumption': 25},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 101, 'charging_curve': [{'percentage': 0, 'power': 101}, {'percentage': 20, 'power': 101}, {'percentage': 40, 'power': 81}, {'percentage': 60, 'power': 61}, {'percentage': 80, 'power': 40}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,46.3,185,25,,,,,,,['charging_curve'],,,,
a150970e-8631-4d63-b696-4619b5d42cf0,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Shuttle M 75 kWh,car,,2021,75,{'average_consumption': 25.7},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 30}], 'is_default_charging_curve': False}",400,68,265,25.7,,,,,,,,,,,
c26a55f4-0199-4220-8a22-fc5f26a761a7,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Shuttle L 75 kWh,car,,2021,75,{'average_consumption': 26.2},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 100, 'charging_curve': [{'percentage': 0, 'power': 100}, {'percentage': 50, 'power': 100}, {'percentage': 80, 'power': 60}, {'percentage': 100, 'power': 30}], 'is_default_charging_curve': False}",400,68,260,26.2,,,,,,,,,,,
1a013921-4fc3-4826-9c8f-b5822ca98bb7,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,PROACE Shuttle L 50 kWh,car,,2021,50,{'average_consumption': 25.7},"{'ports': ['type2'], 'max_power': 11, 'usable_phases': 3}","{'ports': ['ccs'], 'max_power': 101, 'charging_curve': [{'percentage': 0, 'power': 101}, {'percentage': 20, 'power': 101}, {'percentage': 40, 'power': 81}, {'percentage': 60, 'power': 61}, {'percentage': 80, 'power': 40}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,46.3,180,25.7,,,,,,,['charging_curve'],,,,
f252e1c0-63d7-4c97-9905-e6a141801137,Toyota,b586dda4-a6ba-54e4-ee6d-9d6a098d4751,verso m,car,50kwh,2021,46,{'average_consumption': 25},"{'usable_phases': 3, 'ports': ['type2'], 'max_power': 11}","{'ports': ['ccs'], 'max_power': 46.3, 'charging_curve': [{'percentage': 0, 'power': 46.3}, {'percentage': 20, 'power': 46.3}, {'percentage': 40, 'power': 37}, {'percentage': 60, 'power': 28}, {'percentage': 80, 'power': 19}, {'percentage': 100, 'power': 11}], 'is_default_charging_curve': True}",400,,,,,,,,,,['charging_curve'],,,,
